title,content
몰입감이 강했던 콘서트,"연주자분들 가까이 볼수있는 자리에 있다보니 얼마나 역동적이고 다양한 표정을 가지고 있는지 알수있었습니다. 1부는 피아노를 중심이었는데 여러 지브리 콘서트를 다녀보았으나 이리 강렬하고 역동적인 피아니스트는 처음본거 같습니다. 1부 시간이 어떻게 지나가는지 모를정도로 피아니스트님를 바로본거 같습니다.정말 멋지다고 말씀드리고 싶습니다. 2부는 피아노가 뒤로 바이올린,첼로,베이스 중심이었는데 1부 못지않게 반했습니다. 음악에 심취한 몇몇 연주자분들에게 눈을 뗄서 없었습니다. 잔잔한듯 잔잔하지않는 들어보았던 지브리콘서트중 음이 강하고 몰입감이 강하였습니다. 다시 부산으로 오신다면 또 보러 가고싶네요.(SUMMER 멋�봅�..)"
"너의이름은 필름콘서트 후기(+좌석 추천, 아쉬운점)","작년부터 필름콘서트에 관심이 있어서 꼭 가야지! 생각했는데, 드디어 내가 원한 [너의이름은 필름콘서트]가 열려서 가봤다!!신카이마코토의 필름콘서트는재난 3부작을 모두 다루는 경우도 있고 각 영화를 하나씩 다루는 경우도 있는데, 나는 하나만 중점적으로 다루는 것이 보고싶었다.(너의 이름은의 ost를 가장 좋아해서 이 영화로 골랐다)그리고 서울에서 하는 필름콘서트의 경우에는 롯데콘서트홀이랑 연세대에서 돌아가면서 하는데, 나는 규모가 더 큰 롯데콘서트홀에서 보고싶어서 이번걸 선택하게 되었다.(규모가 큰 만큼 롯데콘서트홀의 가격이 더 높긴 했다. 근데 개인적으로 롯데콘서트홀이 더 좋았다!)최근에 돈 쓸 일이 많았어서 좌석을 선택할 때 고민이 많았는데, 이왕 보는 김에 좋운 자리에서 보고 싶어서 1층 중앙 앞자리로 자리잡았다.(절약은 오늘부터 하면 되니까ㅜㅜ) 덕분에 영상은 잘 보여서 좋았는데 오케스트라의 전체적인 모습은 눈에 잘 안 들어와서 조금 아쉬웠다. 다음에 또 가게 되면 2층에서 전체적인 모습을 보는 것도 좋을 것 같다.전체적인 콘서트 후기는 너무 좋았다! 가수의 목소리가 radswimps랑 싱크로율이 엄청 높아서 신기했고, 생생한 연주와 함께 영화를 감상할 수 있어서 그냥 영화로 봤을 때보다 감동이 2배였다. 그리고 오케스트라와 밴드의 조합이 생각보다 너무 잘 어울려서 듣는 재미가 컸다!유튜브에 검색해보면 너의이름은 필름콘서트에서 가장 하이라이트인 sparkle부분의 촬영본을 볼 수 있는데, 이걸 100번 넘게 봐서 거의 모든 대사,장면,노래가사를 외운 사람으로서 이 부분을 실제로 보고 들을 수 있는게 너무 좋았다&#128557;&#128557;아쉬웠던 점은 오케스트라 소리가 조금 커서 영화의 몇몇 대사들이 묻히는게 조금 신경쓰였는데, 크게 거슬릴 정도는 어니었다.마지막으로, 만약 필름콘서트에 갈 예정인 사람이 있다면 가사 뜻을 이해하고 가는걸 추천한다! 노래만 나올 때는 가사 해석을 화면에 띄워주는데 대사랑 노래가 겹칠 때는 대사의 번역만 나와서, 가사의 해석을 잘 모르고 가면 노래를 완전히 즐기지 못할 것 같다… 너의 이름은ost는 가사가 영화랑 정말 잘 어울리고 예쁘기 때문에, 이 콘서트를 가기 전에는 노래의 가사를 다 이해하고 갔으면 좋겠다!*유튜브에 있는 필름콘서트 영상 링크: https://youtu.be/0vY0ko2bZ4Y?si=Z8LAfMtaka8vsGST(꼭 보길 추천한다&#129394;&#129394;&#129394;&#129394;&#129394;&#129394;&#129394;&#129394;)*밴드 연주하시는 분들이 너무 신나게 연주해주셔서 그분들을 구경하는 재미도 컸다! 진짜 무대를 즐기는게 느껴져서 보는 나도 즐거웠다&#127928;&#129345;~~"
재밌었음,"필름영화랑 오케스트라공연 같이 보는건
첨이었는데 젠젠젠은 목소리가 묻히고 시끄러운감은 있었는데 전반적으로 멜로디가 적재적소 음악이 나와서 좋았습니다!"
서울페스타 두번째 공연인데도 너무 좋아요,클래식에 관심이 없는 사람이라도 쉽게 들을수 있도록 많은 노력을 해주시는거 같습니다.춤추는 마에스트로와 오케스트라 단원분들 그리고 이희주님 맑은 소리에 귀를 씻고 온느낌입니다. 서울에 이어 두번째 공연입니다. 다음 공연도 꼭 갈께요 좋은 공연 다시한번 감사드립니다.
귀 호강은 하고 왔어요!!,"티켓 수령 후에 알아서 어쩔 수 없이 공연 보러 갔지만 작곡가에 대한 예의는 없는 공연인가보네요,,저작권인식이 지금 시대에도 여전한 건 좀 그렇네요 그래도 자리는 좋았고 귀호강은 했어요"
오케스트라 공연에서 이런 함성이?!,"이제 막 클래식 악기를 시작한 초등남매와 엄마, 그리고 클래식 음악을 좋아하시는 외할머니까지 3대가 함께한 공연. 3대 모두가 너~무 행복한 시간 보내고 왔어요. 1부는 지브리 음악으로 잔잔하고 아름다웠다면 2부는 디즈니 음악으로 가수분의 훌륭한 음색과 오케스트라의 협연이 아주 멋졌어요!!!!"
키미노 나마에와..?,"고등학교 시절 느꼈던 너의 이름은의 감동 스토리를 2024년, 오케스트라와 보컬의 합작으로 다시 한번 느낄 수 있었습니다. 감사합니다"
공연 후기,몇번 본 영화라 큰기대없이 관람하였는데 멋진 공연이었습니다 가족들과 즐거운 시간보냈네요 ~
너무 좋았습니다.,처음으로 오케스트라 연주 공연을 관람하였습니다.딸아이가 꼭 가고싶다고 하여 예매하고 별 감흥없이 들어갔는데 처음 연주시작과 함께소름이 돋았습니다.아...  이래서 연주공연을 보러가는구나.....특히 타악기에 관심이 없었는데 이번공연에서 타악기에 감명을 많이 받았습니다.공연 정말 좋았고 다음 공연도 꼭 예매하여 보겠습니다.연주 준비하신 연주자 분들께 감사드립니다.~~~^^
베토벤 시리즈공연을 보고,한수진님의 공연은 이번이 처음이었는데 역시 너무 좋았다. 영상으로 볼 때 보다 직접 들으니 음 하나하나가 살아 있는 듯 했다. 특별히 앵콜곡까지 해주셔서 더욱 더 좋았다. 그리고 베토벤 교향곡 최애중 하나인 7번을 듣게 되어서 몸이 들썩거릴 정도로 즐겁고 유쾌했다. 역시 교향곡7번은 너무 기분을 흥겹게 해준다. 끝으로 설문조사하면 프로그램북 주는 것도 아주 고마웠다. 덥고 비가 많이 와서 힘든 시기에 좋은 공연을 보게 되어서 너무 감동한 하루였다.
귀르가즘 ♥,"너무 너무 신나고 설��던 시간이였어요! 
착한가격에 행복한 시간이였고 지휘자님 뒷모습만보였는데도 너무 귀여웠습니다~ㅋㅋ 다들 고생하셨어요! 감사합니다!"
최고최고,음악도 좋고 연주도 훌륭했습니다. 설명도 재밌게해주셔서 좋았어요. 콘서트홀 음향이 훌륭하네요. 대만족입니다.
보컬진짜대박,"진짜 후회 없는 필름 콘서트

웅장함의 끝판왕이라고 해도 될 정도의 퀄리티 높은 필름 콘서트였어요. 연주 덕분에 정말 영화보는 내내 설레였고 다양한 감정들을 많이 느꼈어요. 이렇게 연주가 영화를 더욱 더 풍부하게 만들 수 있구나를 이번 필름 콘서트 통해 깨달았습니다.
재관람을 하고 싶을 정도로 정말 재미있었고 행복한 시간이였어요. 연주자분들 모두 좋은 음악 연주해주시고 좋은 추억 남겨주셔서 너무 감사합니다??

+ 명장면 나옴과 동시에 연주가 시작됐을 때 온몸에 소름이 돋았습니다.. 살면서 이렇게 소름 돋아본 적은 없었던 것 같은데.. 그만큼 쩔었어요..??
특히 보컬은 진짜 처음에 원곡자 데리고 온줄 알았습니다.. 노래를 너무 잘하세요.. 팬 됐습니다??"
신카이 마코토 공식 하이라이트 필름콘서트 관람 후기,"<너의 이름은>, <날씨의 아이>, <스즈메의 문단속>을 재밌게 본 분들께 추천합니다!영화의 도입부터 전개, 위기, 클라이맥스, 결말까지 이어지는 하이라이트 클립과 함께 OST 라이브 연주를 감상할 수 있는 공연입니다.클래식 악기들과 밴드 연주, 보컬, 디지털 악기까지 음악을 만들어내는 모습을 생생하게 보고 들을 수 있는 것도 즐거웠습니다. 다만 마이크 상태를 비롯해 음향이 아주 좋지는 않아서 더 좋은 곳에서 관람했다면 좋았겠다는 생각은 들었습니다.사실 각 영화를 본지 꽤 오래됐는데도 음악을 듣고 하이라이트 클립을 보니까 영화 내용이 새록새록 기억 나서 좋았습니다.추천합니다!"
완벽했던 공연으로 완벽한 하루,"온 가족이 함께 즐길수 있는 클래식 공연이 흔치 않은데 기획부터 연주까지 정말 좋았어요. 피아니스트 송영민의 해설과 지휘하며 피아노 연주하는 것을 보는것도 색다른 경험이었고 오케스트라까지 함께여서 음악으로 마음까지 풍성해지는 시간을 보냈습니다
시공간을 넘나들며 몽글몽글 추억을 떠올리게 하는 음악 특히 더 따스했어요 좋은 추억 만들어주셔서 감사합니다"
지브리 오케스트라,"중간에 살짝 삐끗하신 분이 있으셨던 것 같지만
전반적으로 구성도 좋고 알찬 무대였던 것 같습니다."
추천합니다,"훌륭한 연주와 좋은 음악, 좋은 뮤지션들로 꾸며진 무대를 보며 행복한 시간 보냈습니다"
2층도 잘 들려서 좋습니다,"너무 좋네요 
웅장하고 감동적입니다
특히 '물의 방랑객'이 기억에 남았습니다..??

마지막 앵콜곡은 촬영이 가능하여
집에 와서도 녹화한 영상을 
볼 수 있었어요 잘 간직중입니다"
넘 좋았어요,왜 후기가 안 올라가는지 모르겠는데.. 넘 좋았어요
너무 좋았어요,"지브리/디즈니 음악회 중에서도 특히 너무 좋았어요.
악기들 매력 가득했던 편곡, 에너지 넘치셨던 지휘자님. 신나고 충만한 시간이었습니다♡"
짱,진짜 멋있어요..ㅠㅠㅠ
또보고싶네요,잔잔하면서도 역동적인 음악이 귀에 생생합니다
웅장한,영화에는 밑에 연주때문에 100%집중은 안되지만 명장면때 음악때문에 지렸습니다..... 가수분 마이크 소리가 좀 더 높았으면 좋겠어요
굿,돈이 아깝지 않은 공연이었습니다! 앞으로도 계속 해줬으면 좋겠어요!
웅장함을 더하다,"애니메이션 영화에서 OST는 어쩌면 스토리보다도 중요한 요소입니다. 가장 잘 만든 OST는 장면에 너무 잘 녹아내려 듣는 사람들이 의식조차 못하는 OST라고도 합니다. 그런 만큼 그 볼륨과 박자, 악기들은 세밀하게 조율되어 있는데, 이 필름 콘서트에서 그 균형을 깨지 않고 그만의 매력을 보여줄 수 있을까 궁금했습니다.

막상 들어보니, 여러 걱정들은 사라지고 온전히 연주만을 듣게 되었습니다. 화면에 힘을 실어줘야 할 때는 잔잔하게,  음악을 더할 때는 힘차게. 그 순간들에 맞추어 영화를 풍성하게 하였습니다.

'너의 이름은'이 명작인 것과는 별개로 연주 또한 명품임을 알 수 있는 필름 콘서트였습니다."
히사이시 조 영화음악 콘서트 꼭 가 보셔요,"오랫만에 호젓하게 찾아간 통영국제음악당     통영의 풍광 그리고 아름다운 음악이 흐르는 콘서트 너무 좋았답니다  단장님의 피아노 선율  지휘  ,  오보에 독주  빠져드는 매력   첼로의 아름다운 선율.   그리고 일사분란한 직원들의 움직임...  저는 CD도 한 장  구매 해 왔답니다   그 여운을 집에서도 느껴 볼려구요.  기회가 되면 또 꼭 한 번 더 참여 해 보고 싶습니다.............감사합니다"
힐링의 시간이었습니다♡,"정말 너무나 만족스러운 시간이었습니다.
딸아이와 함께 했는데 
셋리스트가 완벽해서 배로 더 즐거운시간이 되었습니다^^
앞으로 더 자주 함께하고 싶어요♡"
즐거운 휴일,"공연을 감상하는 것도 좋았는데 해설해주시면서 소통하니까 더 즐거웠습니다.
아이들도 많이 왔는데 정말 귀여웠어요 ㅎㅎ
다음에 또 다른 곡들 기대하겠습니다 ㅎㅎ"
오케스트라,부담없이 오케스트라 사운드를 접하고 싶어서 예매했어요 ! 오케스트라 지루해서 잘 못 보는데 좋아하는 영화음악이라 그런지 너무 재밌게 감상했어요 오케스트라 매력에 푹 빠지는 시간이었네요 ~~ 다음에 또 찾아 들으려구요
가족들이 모두 만족했어요,"지루할거 같다고 안간다던 딸들..
너무 즐겁고 재밌었다고
10월공연 또 간다고 하던데요 ㅎ
멋빈 공연 감사해요.
더위가 식혀지는 시간이였어요"
멋진공연^^,"더운여름에 귀가 뻥뚫리고 
호강했어요.
지휘자님 잔망미 넘치시는 어깨춤(?)도 멋있었구요..이희주님 디즈니아카펠라에서 보고 뿅 반했는데 오늘도 역시 최고~
인천페스타 최고에요~"
오랜만에,오랜만에 느끼는 행복이었습니다.
올 여름 최고의 호강,https://blog.naver.com/jjjoyeoni/223527662749블로그에 올릴 정도로 아주 마음에 들었던 공연입니다.공연 전후 롯데콘서트홀의 이벤트도 좋았어요
공연 잘 봤습니다,10월 6일 공연도 예매했어요^^
너무 감동적이고 힐링되었어요,"익숙히 들었던 ost 들을 귀한 오케스트라 악기들 소리로 들으니 너무 힐링되고 박수가 저절로 나왔어요 아이도 저도 2시간이 너무 빨리 흘렀어요 

밀레니엄심포니오케스트라 정말 귀합니다
지휘자님 온몸으로 지휘하는 모습도
게스트 연주자 뮤지컬 배우님도 너무 멋졌어요
귀한 공연 잘 보았습니다"
좋은음악 감사합니다.,좋은 음악 감사해요! 덕분에 즐거운 시간보낼 수 있었습니다. 다음번에도 기회가 되면 또 참석하고 싶네요!
디즈니 ＆ 픽사 OST 콘서트 공연 후기,이번 공연은 디즈니에 다양한 작품의 OST를 선보였습니다. 섬세한 선율과 웅장한 화음이 어우러져 영화 속 장면을 생생하게 떠올리게 했습니다. 또한 아름다운 뮤지컬 배우 김예은님에 가창을 통해 영화 속 주인공들의 감정을 간접적으로 느낄 수 있었습니다.
정말 멋진 공연,디즈니와 픽사 영화의 메인 테마곡들을 멋진 연주를 들을 수 있는 공연이었습니다. 남녀노소 모두가 즐길 수 있는 공연이 흔치 않은데 정말 긴 시간 동안 많은 사람들에게 사랑 받아온 음악들로 꾸며진 공연이라서 시간이 흐르는게 아깝게 느껴질 정도로 만족스러운 공연이었습니다
두 거장의 멋진 영화 음악에 빠지다.,"존 윌리엄스와 한스 짐머는 영화 음악계의 두 거장으로, 두 작곡가의 대표작들을 풀 편성 오케스트라와 함께 감상할 수 있는 멋진 시간이었습니다.존 윌리엄스의 음악은 클래식한 심포닉 스코어로 유명합니다. 대표작으로는 스타워즈, 죠스, E.T., 해리 포터, 쥐라기 공원, 인디아나 존스 등이 있습니다.한스 짐머의 음악은 전자음악과 오케스트라를 결합한 독특한 스타일로 유명합니다. 대표작으로는 인셉션, 다크 나이트, 글래디에이터, 캐리비안의 해적, 인터스텔라 등이 있습니다.두 작곡가의 음악이 번갈아 가며 연주되었고, 두 거장의 음악적 세계를 비교하며 감상할 수 있었습니다. 최영선 지휘자 님이 중간중간 연주곡에 대하여 자세하게 설명해 주며 관객들의 반응을 이끌어냈습니다. 사전에 나누어준 부채를 들어보라고 하며 누구의 음악이 더 좋았는지 부채를 들어보라고 했습니다. 멋진 목소리로 들려주는 곡 해설과 관객 반응으로 두 작곡가의 음악을 더 즐겁게 들을 수 있었습니다.확실히 두 거장의 음악에는 차이가 있었습니다. 필자는 존 윌리엄스의 부채를 들었습니다. 존 윌리엄스의 쉰들러리스트의 애절한 바이올린 선율은 가슴을 먹먹하게 만들었습니다. 악장님의 바이올린 연주에 모두가 감탄하였습니다.단순히 음악을 듣는 것을 넘어, 영화 속 장면을 떠올리며 그 감동을 느낄 수 있었고, 두 거장의 음악을 한자리에서 감상하며, 영화 음악의 매력을 다시 한번 느꼈습니다. 멋진 해설과 지휘를 해주신 최영선 지휘자님과 넘사벽의 연주를 들려준 밀레니엄심포니오케스트라에 기립박수를 보냅니다. 공연이 끝나고 티켓 박스에서 무료로 나누어 준 롯데 초콜릿 덕분에 달콤함이 배가 되었습니다."
동심의 세계로!,일본 여행에서 돌아온 다음 날 바로 콘서트를 보러 갔네요. 아침에 겨우 일어나긴 했지만 무엇보다 디즈니와 픽사의 OST를 들을 수 있는 기회를 놓칠 순 없잖아요!얼마전에도 인사이드 아웃 2를 두 번이나 보고왔는데 디즈니와 픽사를 동시에 만난다는 건 꽤나 특별한 것 같아요. 느낌이 확실히 다르거든요. 디즈니는 조금 전형적인 애니메이션이라고 한다면 픽사는 조금 도전적인 느낌인 것 같아요. 드라마나 영화의 OST를 음원으로 들어볼 일도 많고 디즈니든 픽사든 마음만 먹으면 음반으로 들어보기 참 쉬워요. 하지만 오케스트라의 연주를 직접 들어볼 수 있다는 것은 확실히 메리트가 아닐 수 없죠.가는 길 내내 비가 오지 않아서 참 좋았어요. 조금 덥긴 했지만 롯데 콘서트홀은 확실히 시원하더라구요.저는 좀 많이 일찍 도착해서 표를 미리 받을 수 있을지 조마조마 했는데 바로 표를 찾아서 주셨어요.공연이 시작하기 전에 사진을 조금 찍을수 있었어요.공연이 시작되면 끝날 때까지 어떤 사진도 찍을 수 없다고 하셔서 사람들이 들어오는 시간에 그냥 사진을 몇 장 찍어봤어요.공연이 시작되고 첫번째 곡과 두번째 곡을 들을 때 약간 긴가민가한거예요. 그러다 세번째 곡이 나왔을 때 아! 탄성을 질렀네요.미녀와 야수 주제곡은 언제 들어도 참 좋아요. 그리고 뮤지컬 배우분이 나와서 노래를 부르셨는데 오케스트라 악기와 잘 어우러져서 듣기 좋았습니다.중간 중간 색소폰 연주도 함께 화음을 맞췄어요. 저는 색소폰의 음색에 익숙해서인지 오케스트라 연주 속에서 색소폰의 멜로디를 찾아서 흥얼거리는 기쁨도 누렸답니다.하나 하나 듣다보니 시간이 금새 가버리더라구요.공연이 끝나고 나서 앵콜곡도 있었지만 생각보다 정말 빨리 끝나버렸어요.저는 디즈니 & 픽사 OST 콘서트에 이렇게나 많은 사람들이 관심을 가지고 공연을 보러왔다는 것에 좀 놀랐어요. 음악이라는 장르가 정말 멋지긴 하지만 연주를 듣고 앉아 있기가 괴로울 수도 있거든요.그만큼 구성이 좋았으니까 많은 관람객을 모을 수 있었겠죠.저는 모든 연주자들의 연주가 좋았지만 드럼을 연주하신 분이 정말 감명 깊었어요. 리듬을 타며 열정적으로 연주하는 모습이 멋졌습니다.공연이 끝나고 로비에 나왔더니 세상에!롯데에서 출시된 쵸콜렛을 나눠주시는 게 아니겠어요?제가 표를 보여드려야 하냐고 여쭤봤더니 안 보여줘도 괜찮다고 하시며 쵸콜렛 두 개를 주셨어요. 냠냠.. :)홀이 넓어서 무얼해도 좋지만 특히 음악을 듣기에 참 좋은 곳이라는 생각을 했어요.여행의 피곤함을 음악으로 날려버렸답니다.
Asac 좋아요.,"공연이 좋아요.

대중적인 음악을 쉽게 풀어서 연주해주셔서 좋았어요."
오케스트라 콘서트를 부담없이 접근하기!,오케스트라를 떠올리면 보통 조용히 관람만 하는 클래식 연주를 떠올릴텐데 짐머와 윌리엄스라는 현대 영화 음악 작곡가들의 친숙한 노래로 정말로 다양한 연령대가 즐길 수 있는 공연이었습니다. 지휘자께서 짐머 대 윌리엄스 대결을 만드시면서 투표 등 관객 참여까지 유도하셔서 더욱 집중하면서 관람할 수 있었네요. 그리고 애초에 곡들이 다 정말 추억의 영화 음악...특히 20-40대 분들이라면 다 아실 법한 곡들! 오케스트라 단원 선생님들의 실력도 최고! 가족부터 데이트까지 모두에게 정말 추천합니다.
오케스트라 콘서트를 부담없이 접근하기!,오케스트라를 떠올리면 보통 조용히 관람만 하는 클래식 연주를 떠올릴텐데 짐머와 윌리엄스라는 현대 영화 음악 작곡가들의 친숙한 노래로 정말로 다양한 연령대가 즐길 수 있는 공연이었습니다. 지휘자께서 짐머 대 윌리엄스 대결을 만드시면서 투표 등 관객 참여까지 유도하셔서 더욱 집중하면서 관람할 수 있었네요. 그리고 애초에 곡들이 다 정말 추억의 영화 음악...특히 20-40대 분들이라면 다 아실 법한 곡들! 오케스트라 단원 선생님들의 실력도 최고! 가족부터 데이트까지 모두에게 정말 추천합니다.
오케스트라 콘서트를 부담없이 접근하기!,오케스트라를 떠올리면 보통 조용히 관람만 하는 클래식 연주를 떠올릴텐데 짐머와 윌리엄스라는 현대 영화 음악 작곡가들의 친숙한 노래로 정말로 다양한 연령대가 즐길 수 있는 공연이었습니다. 지휘자께서 짐머 대 윌리엄스 대결을 만드시면서 투표 등 관객 참여까지 유도하셔서 더욱 집중하면서 관람할 수 있었네요. 그리고 애초에 곡들이 다 정말 추억의 영화 음악...특히 20-40대 분들이라면 다 아실 법한 곡들! 오케스트라 단원 선생님들의 실력도 최고! 가족부터 데이트까지 모두에게 정말 추천합니다.
박규희 기타 리사이틀,오랜만에 기타공연을 친구들과 관람했는데 다들 만족해서 추천한 저로서는 보람있었습니다
뜨거운 여름날을 기분좋게 만들어준 공연,"디즈니를 너무 좋아하는 팬입니다.
디즈니 곡들을 오케스트라 공연으로는 처음 만나보는데
너무너무 멋진 공연이였습니다.
특히 나니아 연대기 OST 곡이 가장 기억에 많이 남습니다.
공연장도 너무 쾌적하고 좋았습니다.??"
힐링되는 콘서트,애니메이션에서 봤던 익숙한 음악들을 눈앞에서 멋진 연주로 들으니까 새롭고 감동적이었습니다.럭키드로우 참여도 가능해서 선물을 받는 즐거움도 있어서 너무 좋았어요~^^
부산에서 왔어요 너무 잘 보고 갑니다!,"부산에서 이번 공연 보려고 주말끼고 서울 왔어요!
멋진 공연 잘 봤습니다!!

웅장한 오케스트라 합주부터 감동적인 독주 파트까지, 
세트리스트도 완벽했고 감동적이였습니다

공연시간이 늦어서 보는 나도 힘든데 연주하는 분들은 더 힘들지 싶었어요 ㅋㅋ ㅠㅠ 앵콜 없는 공연은 처음이지만 충분히 이해갑니다 

영화음악 오케스트라는 클래식 입문자들도 쉽게 접근할 수 있다는 점에서 참 좋습니다

현장감있는 오케스트라 공연은 얼마나 멋진지... 직접 공연 보러와서만 느낄 수 있는 감동 !!

다음 공연도 있으면 꼭 보러갈거에요!!
그리고 부산에도 와주세요~~ㅠㅠ"
순수의 세계로 떠나요,"디즈니/픽사 영화 좋아하는 사람들이면 호불호 없는 공연이었습니다.
시리즈의 경우 한 곡이 아닌, ost 동시멜로디가 나와서 이전에 봤던 영화 내용들이 머릿속에서 지나가서 들으면서 재미가 더해짐. 

완전 기본 클래식이 아닌, 기타나 드럼, 전자 피아노, 색소폰 등 다양한 악기가 퓨전 형식으로 이루어져서 더 음악이 풍성해서 듣는 재미가 있음.

퓨전 클래식 오케스트라 공연 느낌이라 어린 아이들이 듣기도 좋은 듯"
너무 멋진 공연이었습니다,지휘자분이 옆모습으로 보이는 시야였는데 음악을 즐기는 행위와 멋진 연주들이 최고의 무대를 보여줬네요 지휘자님덕분에 한층 더 신나는 공연이었습니다
존윌리엄스 VS 한스짐머,"정말 최고 입니다!! 얼마나 웅장한지..그냥 영화스토리가 음악안에 다 녹아있는 느낌이었습니다!정말 각 곡마다 존윌리엄스와 한스짐머 특유의 웅장한 분위기와 특징이 잘 살아있다는 생각이 들었습니다.프로그램이 한스짐머음악 존윌리엄스음악 번갈아가면서 들을수 있게끔 해준것도 있었고, 지휘자님의 해설까지 있어서 너무 다채로운 공연이었네요!!두 거장의 음악적 특징을 잘 이해하고 각각의 곡들이 가진 독특한 특징을 관객들에게 이렇게 잘 들려주시다니! 정말 이런공연이 많았으면 좋겠다는 생각이 많이 들더라구요!중간중간 설명하실때에도 이 곡들이 엄청 어려운곡이라고 하셨습니다.  이 곡들을 이렇게 잘 연주해주시는 밀레니엄심포니오케스트라의 연주자님들도 넘 대단하신것 같습니다! &#8203;아쉽게도 오늘은 앵콜곡이 없었습니다. 담번에는 앵콜곡 2개나 연주해주신다고 하셔서 다음에 꼭 가봐야지 하는 생각이 들더라구요^^ 결론적으로 이렇게 멋진곡들을 다 한자리에서 들어볼수 있었다는 것만으로도 너무 좋은 경험이었습니다. 영화음악이 주는 감동과 즐거움을 극대화 하는 시간이었네요!! 정말 영화음악이 단순한 배경음악에서 끝나는 것이 아닌 영화의 스토리텔링을 강화하고 감정을 극대화하는 중요한 요소임을 다시한번 되새긴 하루였습니다! 특히 이렇게 라이브로 들으니 그 전율과 감동이 몇배로 다가오는 것 같습니다^^밀레니엄심포니오케스트라의 완벽한 연주와 더불어 최영선 지휘자님의 멋진 지휘까지 어우러져서 잊지못할 밤을 선물해주신 느낌입니다!!앞으로도 정말 이런 공연이 자주자주 열리면 너무 좋겠네요~~너무 멋진 공연이었습니다!!극추천합니다!!최고!"
존 윌리엄스 VS 한스 짐머 관람 후기,70여명의 대규모 오케스트라로 듣는 라이브 영화 음악은 너무 좋았어요. 안 본 분들에게 다음에 공연이 또 있다면 강추드리고 싶습니다.
자주 경험할 수 없는 공연,"물론 곡의 수를 줄이고 소수의 곡을 밀레니엄만의 해석으로 편곡했었더라면 조금 더 좋았을 것이라는 아쉬움이 있었지만, 사실 이 정도 규모와 스케일의 공연을 볼 수 있었던 것만으로도 충분합니다. 공연 내내 브라스 섹션 분들 특히 힘드셨을 것 같은데 고생 많았습니다. ㅎㅎ"
너무 좋았어요!,엄마랑 데이트하러 왔는데 너무 공연도 좋았고 엄마도 재밌었다고 하셔서 좋았어요!!
존 윌리엄스 vs 한스 짐머,"첫 오케스트라였는데 매우 좋았습니다
너무나도 유명한 영화 ost들만 있어서 일반인들도 거의 알 법한 곡들이였고요, 지휘자님이 유머감각이 있어서 가끔씩 웃을 일도 있었습니다. 지루할 틈이 없이 2시간 내내 집중해서 들었습니다 시간이 너무 빨리 지나가더라고요. 너무나도 좋은 오케스트라였습니다."
감동,잔잔하고 때론 웅장하고은은하게 울려퍼지는 오케스트라의 선율에 감동두배
고퀄의 그림자 연극~~,"만 5세, 4세 남아와 기대 안했으나 즐겁게 관람.
사계와 잘 어우러진 공연~ 
극 20분간은 아이들이 매우 즐거워함 ㅋㅋ 

꽃들에게 희망을~~은 철학적인 내용이라... 나도 초등 중등?일때 넘 오랫동안 고민라는 주인공이 별로라고 느꼈는데 ㅋㅋㅋ 아이들도 그런듯. 
후반부 10분정도가 지루했으나 적당하게 잘 마무리됨 !! ㅋㅋ 

암튼 추천할만함 !! ㅋㅋ 

????????"
지브리영화음악 짱~,지브리 영화음악 다 좋아하지만 최애인 인생의 회전목마 넘 좋아요~
꿀잼 공연!!,"음악회는 처음이였는데 너무 재밌었어요
다음에
또 갈 예정입니다!"
"익숙하면서 그립고, 아름답운 감동의 선율","히사이시 조의 Summer, 움직이는 하울의 성 OST 등 감동의 선율. 김제원 지휘, 고관수 오보에, 배성우 첼로 등 오케스트라 단원들의 열정과 한 여름 밤의 선물과 같았다. 한국 건축에서 대가로 알려진 민현식 건축가가 설계한 윤이상 기념공원과 통영 출신의 세계적인 작곡가 윤이상 선생님을 기리는 '처염상정'(處染常淨; 진흙탕 속에서 피어나지만 결코 더러운 흙탕물이 묻지 않는 연꽃)이 새겨진 추모비가 인상 깊다."
믿고 듣는 밀레니엄심포니오케스트라의 공연,악보도 없는 부분을 연주하시느라 노력 많이 했다는 지휘자님의 설명을 들으니 존경스러웠다. 대단한 지휘자님과 어려운 기교의 곡들을 수월하게 연주하신 밀레니엄심포니오케스트라 연주자분들 덕분에 귀 호강 제대로 하고 왔습니다. 다음 공연도 기대해봅니다 ^^
중간에 나갔습니다,최근 크러쉬 콘서트에서 위드스트링을 보고 가슴이 웅장해져서 오케스트라 공연을 기대하며 갔는데 음향도그렇고 너무 실망스럽고 퀄리티도(특히 브라스호른) 실망스러웠습니다 라이브가 음원보다 퀄리티가 많이떨어지고 라이브만의 묘미도 없었어요 마치 영화관 밖에서 영화보는 기분이었습니다 같이간 일행은 두곳이 끝나기도 전에 졸더군요 오케스트라 공연에서 조는건 좀 심각하지않나 싶습니다 집에서 티비소리 빵빵하게 틀고 보는게 더 전율이 돋는것같아요 vip석이 12만원인데 정말 아깝습니다
한스짐머 서울 공연보고 또 예매해서 보는데,"이번에도 역시 크으 좋네요~ 
앵콜공연없는건 좀 아쉬울지도"
